consumer_id,psychographic_type,brainfry_score,n_recommended,product_id,product_name,brand,price,star_rating,rank_position,critic_iterations
C098,LossAverse,0.61,3,P0316,어드밴스드 파운데이션,닥터지,26000,4.6,2,2
C098,LossAverse,0.61,3,P0318,글로우 파운데이션 2호,롬앤,24000,4.5,3,2
C099,LossAverse,0.51,3,P0264,라이스 쿠션,조선미녀,23000,4.6,1,1
C099,LossAverse,0.51,3,P0270,글로우 쿠션 리필,이니스프리,22000,4.5,2,1
C099,LossAverse,0.51,3,P0290,내추럴 글로우 쿠션,조선미녀,23000,4.5,3,1
C100,LossAverse,0.53,3,P0035,리들샷 100 스킨,VT코스메틱,23000,4.7,1,1
C100,LossAverse,0.53,3,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,2,1
C100,LossAverse,0.53,3,P0036,비타민 스킨,닥터지,19500,4.5,3,1
C101,LossAverse,0.62,3,P0486,클렌징 바디워시,코스알엑스,19500,4.5,1,2
C101,LossAverse,0.62,3,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,2,2
C101,LossAverse,0.62,3,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,3,2
C102,Impulsive,0.76,1,P0475,콜라겐 바디워시,바이오힐보,33000,4.7,1,2
C103,Impulsive,0.88,1,P0333,프로 파운데이션,클리오,35000,4.7,1,2
C104,Impulsive,0.8,1,P0444,판테놀 샴푸,토리든,21500,4.5,1,2
C105,Impulsive,0.73,1,P0346,에어 파운데이션,미샤,18000,4.4,1,1
C106,Impulsive,0.72,1,P0113,비타민 C 마스크팩,조선미녀,3200,4.6,1,2
C107,Impulsive,0.71,1,P0008,멀티 버텍스 UV 스킨,바이오힐보,29000,4.5,1,2
C108,Impulsive,0.77,1,P0282,나이아신아마이드 쿠션,아누아,27000,4.6,1,1
C109,Impulsive,0.72,1,P0027,콜라겐 부스팅 스킨,바이오힐보,38000,4.7,1,2
C110,Impulsive,0.79,1,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,1,1
C111,Impulsive,0.83,1,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,1
C112,Impulsive,0.83,1,P0009,AHA BHA 클라리파잉 스킨,코스알엑스,22000,4.6,1,1
C113,Impulsive,0.7,1,P0018,유자 C 비타민 스킨,이니스프리,26000,4.5,1,2
C114,Impulsive,0.86,1,P0008,멀티 버텍스 UV 스킨,바이오힐보,29000,4.5,1,2
C115,Impulsive,0.65,2,P0078,비타민 로션,조선미녀,22000,4.5,1,2
C115,Impulsive,0.65,2,P0062,어성초 77 로션,아누아,19800,4.7,2,2
C116,Impulsive,0.79,1,P0163,크림 립틴트,라네즈,18000,4.7,1,2
C117,Impulsive,0.79,1,P0163,크림 립틴트,라네즈,18000,4.7,1,2
C118,Impulsive,0.89,1,P0073,리들샷 로션,VT코스메틱,25000,4.7,1,1
C119,Impulsive,0.77,1,P0478,세라마이드 바디워시,토리든,19000,4.6,1,1
C120,Impulsive,0.89,1,P0318,글로우 파운데이션 2호,롬앤,24000,4.5,1,2
C121,Impulsive,0.84,1,P0012,순수 스킨,에뛰드,8900,4.2,1,1
C122,Impulsive,0.8,1,P0345,슬림핏 파운데이션,클리오,25000,4.6,1,1
C123,Impulsive,0.89,1,P0416,히알루론 두피 샴푸,토리든,22000,4.6,1,1
C124,Impulsive,0.82,1,P0084,선물같은 로션,에뛰드,11000,4.3,1,1
C125,Impulsive,0.65,2,P0241,코퍼 하이라이터,에뛰드,11000,4.3,1,2
C125,Impulsive,0.65,2,P0247,파우더 하이라이터,에뛰드,10500,4.3,2,2
C126,Impulsive,0.72,1,P0061,수분 로션,코스알엑스,20000,4.7,1,1
C127,Impulsive,0.85,1,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,1
C128,Impulsive,0.71,1,P0289,촉촉 쿠션,라네즈,38000,4.7,1,2
C129,Impulsive,0.66,1,P0050,포어 스킨,미샤,16000,4.4,1,1
C130,Impulsive,0.82,1,P0478,세라마이드 바디워시,토리든,19000,4.6,1,1
C131,Impulsive,0.67,1,P0475,콜라겐 바디워시,바이오힐보,33000,4.7,1,2
C132,Impulsive,0.71,1,P0418,생강 탈모 샴푸,미샤,16000,4.4,1,1
C133,Impulsive,0.79,1,P0084,선물같은 로션,에뛰드,11000,4.3,1,2
C134,Impulsive,0.7,1,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,1
C135,Hedonic,0.45,4,P0120,레드 슬리핑 마스크팩,라네즈,32000,4.8,1,1
C135,Hedonic,0.45,4,P0102,워터슬리핑 마스크팩,라네즈,30000,4.8,2,1
C135,Hedonic,0.45,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,3,1
C135,Hedonic,0.45,4,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,4,1
C136,Hedonic,0.44,4,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,1,1
C136,Hedonic,0.44,4,P0450,쌀뜨물 샴푸,조선미녀,17500,4.5,2,1
C136,Hedonic,0.44,4,P0446,갈락토 샴푸,코스알엑스,22000,4.5,3,1
C136,Hedonic,0.44,4,P0444,판테놀 샴푸,토리든,21500,4.5,4,1
C137,Hedonic,0.43,4,P0126,수면 마스크팩,라네즈,35000,4.8,1,1
C137,Hedonic,0.43,4,P0120,레드 슬리핑 마스크팩,라네즈,32000,4.8,2,1
C137,Hedonic,0.43,4,P0102,워터슬리핑 마스크팩,라네즈,30000,4.8,3,1
C137,Hedonic,0.43,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,4,1
C138,Hedonic,0.47,4,P0276,라이스 브라이트닝 쿠션,조선미녀,24000,4.6,1,1
C138,Hedonic,0.47,4,P0298,브라이트 쿠션,조선미녀,24000,4.6,2,1
C138,Hedonic,0.47,4,P0264,라이스 쿠션,조선미녀,23000,4.6,3,1
C138,Hedonic,0.47,4,P0269,누드 쿠션,아누아,26000,4.6,4,1
C139,Hedonic,0.41,4,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,1,1
C139,Hedonic,0.41,4,P0450,쌀뜨물 샴푸,조선미녀,17500,4.5,2,1
C139,Hedonic,0.41,4,P0446,갈락토 샴푸,코스알엑스,22000,4.5,3,1
C139,Hedonic,0.41,4,P0444,판테놀 샴푸,토리든,21500,4.5,4,1
C140,Hedonic,0.64,3,P0378,글로우 블러셔,바이오힐보,23000,4.7,1,1
C140,Hedonic,0.64,3,P0362,브릭 로즈 블러셔,롬앤,15000,4.7,2,1
C140,Hedonic,0.64,3,P0358,새틴 블러셔,클리오,22000,4.7,3,1
C141,Hedonic,0.47,4,P0264,라이스 쿠션,조선미녀,23000,4.6,1,1
C141,Hedonic,0.47,4,P0290,내추럴 글로우 쿠션,조선미녀,23000,4.5,2,1
C141,Hedonic,0.47,4,P0252,넥타르 드롭 블러 쿠션,에뛰드,22000,4.5,3,1
C141,Hedonic,0.47,4,P0270,글로우 쿠션 리필,이니스프리,22000,4.5,4,1
C142,Hedonic,0.5,4,P0234,미러 하이라이터,클리오,24000,4.7,1,1
C142,Hedonic,0.5,4,P0221,쉬머 하이라이터 스틱,클리오,20000,4.7,2,1
C142,Hedonic,0.5,4,P0249,실버 하이라이터,클리오,20000,4.7,3,1
C142,Hedonic,0.5,4,P0238,라이팅 하이라이터,바이오힐보,25000,4.7,4,1
C143,Hedonic,0.49,4,P0433,펩타이드 샴푸,바이오힐보,38000,4.8,1,1
C143,Hedonic,0.49,4,P0401,퍼퓸드 샴푸,라네즈,32000,4.7,2,1
C143,Hedonic,0.49,4,P0430,비오틴 강화 샴푸,바이오힐보,37000,4.7,3,1
C143,Hedonic,0.49,4,P0414,딥 리페어 샴푸,바이오힐보,36000,4.7,4,1
C144,Hedonic,0.58,3,P0362,브릭 로즈 블러셔,롬앤,15000,4.7,1,1
C144,Hedonic,0.58,3,P0351,프로 아이 팔레트 블러셔,클리오,18000,4.7,2,1
C144,Hedonic,0.58,3,P0370,썬셋 블러셔,바이오힐보,21000,4.6,3,1
C145,Hedonic,0.57,3,P0153,쥬시 래스팅 립틴트,롬앤,9000,4.8,1,1
C145,Hedonic,0.57,3,P0163,크림 립틴트,라네즈,18000,4.7,2,1
C145,Hedonic,0.57,3,P0197,매트 립틴트,클리오,11500,4.7,3,1
C146,Hedonic,0.45,4,P0120,레드 슬리핑 마스크팩,라네즈,32000,4.8,1,1
C146,Hedonic,0.45,4,P0102,워터슬리핑 마스크팩,라네즈,30000,4.8,2,1
C146,Hedonic,0.45,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,3,1
C146,Hedonic,0.45,4,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,4,1
C147,Hedonic,0.42,4,P0017,라이트 풀 워터 스킨,라네즈,32000,4.6,1,2
C147,Hedonic,0.42,4,P0027,콜라겐 부스팅 스킨,바이오힐보,38000,4.7,2,2
C147,Hedonic,0.42,4,P0038,펩타이드 스킨,바이오힐보,36000,4.7,3,2
C147,Hedonic,0.42,4,P0023,비타민 C 20 스킨,조선미녀,35000,4.7,4,2
C148,Hedonic,0.47,4,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,1,1
C148,Hedonic,0.47,4,P0492,라벤더 릴렉싱 바디워시,라네즈,28000,4.7,2,1
C148,Hedonic,0.47,4,P0499,로즈워터 바디워시,라네즈,27000,4.7,3,1
C148,Hedonic,0.47,4,P0475,콜라겐 바디워시,바이오힐보,33000,4.7,4,1
C149,Hedonic,0.61,3,P0295,라이트 쿠션,에뛰드,18500,4.3,1,1
C149,Hedonic,0.61,3,P0265,에어 핏 쿠션,에뛰드,18000,4.3,2,1
C149,Hedonic,0.61,3,P0287,데일리 쿠션,에뛰드,18000,4.2,3,1
C150,Hedonic,0.57,3,P0153,쥬시 래스팅 립틴트,롬앤,9000,4.8,1,1
C150,Hedonic,0.57,3,P0163,크림 립틴트,라네즈,18000,4.7,2,1
C150,Hedonic,0.57,3,P0197,매트 립틴트,클리오,11500,4.7,3,1
C151,Hedonic,0.45,4,P0073,리들샷 로션,VT코스메틱,25000,4.7,1,1
C151,Hedonic,0.45,4,P0053,누시바 슬로우 에이징 로션,아누아,28000,4.6,2,1
C151,Hedonic,0.45,4,P0078,비타민 로션,조선미녀,22000,4.5,3,1
C151,Hedonic,0.45,4,P0097,갈락토 로션,코스알엑스,20000,4.5,4,1
C152,Hedonic,0.54,3,P0120,레드 슬리핑 마스크팩,라네즈,32000,4.8,1,1
C152,Hedonic,0.54,3,P0102,워터슬리핑 마스크팩,라네즈,30000,4.8,2,1
C152,Hedonic,0.54,3,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,3,1
C153,Hedonic,0.65,2,P0078,비타민 로션,조선미녀,22000,4.5,1,2
C153,Hedonic,0.65,2,P0073,리들샷 로션,VT코스메틱,25000,4.7,2,2
C154,Hedonic,0.56,3,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,1,1
C154,Hedonic,0.56,3,P0450,쌀뜨물 샴푸,조선미녀,17500,4.5,2,1
C154,Hedonic,0.56,3,P0402,그린티 헤어 샴푸,이니스프리,18000,4.5,3,1
C155,Hedonic,0.46,4,P0061,수분 로션,코스알엑스,20000,4.7,1,1
C155,Hedonic,0.46,4,P0078,비타민 로션,조선미녀,22000,4.5,2,1
C155,Hedonic,0.46,4,P0055,라이스 프로틴 로션,조선미녀,20000,4.5,3,1
C155,Hedonic,0.46,4,P0065,라이스 로션,조선미녀,19000,4.5,4,1
C156,Hedonic,0.55,3,P0318,글로우 파운데이션 2호,롬앤,24000,4.5,1,2
C156,Hedonic,0.55,3,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,2,2
C156,Hedonic,0.55,3,P0317,래스팅 픽스 파운데이션,클리오,33000,4.8,3,2
C157,Hedonic,0.61,3,P0340,베이비 스킨 파운데이션,미샤,19000,4.4,1,1
C157,Hedonic,0.61,3,P0311,퍼펙트 커버 파운데이션,미샤,19000,4.4,2,1
C157,Hedonic,0.61,3,P0346,에어 파운데이션,미샤,18000,4.4,3,1
C158,Hedonic,0.54,3,P0043,리들샷 200 스킨,VT코스메틱,26000,4.7,1,1
C158,Hedonic,0.54,3,P0035,리들샷 100 스킨,VT코스메틱,23000,4.7,2,1
C158,Hedonic,0.54,3,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,3,1
C159,Hedonic,0.4,4,P0073,리들샷 로션,VT코스메틱,25000,4.7,1,1
C159,Hedonic,0.4,4,P0053,누시바 슬로우 에이징 로션,아누아,28000,4.6,2,1
C159,Hedonic,0.4,4,P0078,비타민 로션,조선미녀,22000,4.5,3,1
C159,Hedonic,0.4,4,P0097,갈락토 로션,코스알엑스,20000,4.5,4,1
C160,Hedonic,0.6,3,P0078,비타민 로션,조선미녀,22000,4.5,1,2
C160,Hedonic,0.6,3,P0080,레티놀 로션,닥터지,35000,4.7,2,2
C160,Hedonic,0.6,3,P0073,리들샷 로션,VT코스메틱,25000,4.7,3,2
C161,Hedonic,0.52,3,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,1,2
C161,Hedonic,0.52,3,P0001,그린티 씨드 스킨,이니스프리,25000,4.7,2,2
C161,Hedonic,0.52,3,P0016,스네일 96 뮤신 파워 스킨,코스알엑스,24000,4.7,3,2
C162,Hedonic,0.52,3,P0073,리들샷 로션,VT코스메틱,25000,4.7,1,1
C162,Hedonic,0.52,3,P0053,누시바 슬로우 에이징 로션,아누아,28000,4.6,2,1
C162,Hedonic,0.52,3,P0078,비타민 로션,조선미녀,22000,4.5,3,1
C163,Hedonic,0.42,4,P0306,라이스 파운데이션,조선미녀,21000,4.6,1,1
C163,Hedonic,0.42,4,P0326,라이스 파운데이션,조선미녀,22000,4.5,2,1
C163,Hedonic,0.42,4,P0350,빈티지 로즈 파운데이션,조선미녀,21000,4.5,3,1
C163,Hedonic,0.42,4,P0305,그린티 씨드 파운데이션,이니스프리,22000,4.5,4,1
C164,Hedonic,0.44,4,P0378,글로우 블러셔,바이오힐보,23000,4.7,1,1
C164,Hedonic,0.44,4,P0362,브릭 로즈 블러셔,롬앤,15000,4.7,2,1
C164,Hedonic,0.44,4,P0358,새틴 블러셔,클리오,22000,4.7,3,1
C164,Hedonic,0.44,4,P0351,프로 아이 팔레트 블러셔,클리오,18000,4.7,4,1
C165,Hedonic,0.62,3,P0378,글로우 블러셔,바이오힐보,23000,4.7,1,1
C165,Hedonic,0.62,3,P0362,브릭 로즈 블러셔,롬앤,15000,4.7,2,1
C165,Hedonic,0.62,3,P0358,새틴 블러셔,클리오,22000,4.7,3,1
C166,Hedonic,0.61,3,P0226,다이아몬드 하이라이터,바이오힐보,26000,4.7,1,2
C166,Hedonic,0.61,3,P0234,미러 하이라이터,클리오,24000,4.7,2,2
C166,Hedonic,0.61,3,P0238,라이팅 하이라이터,바이오힐보,25000,4.7,3,2
C167,Hedonic,0.57,3,P0401,퍼퓸드 샴푸,라네즈,32000,4.7,1,1
C167,Hedonic,0.57,3,P0408,퍼밍 샴푸,바이오힐보,35000,4.7,2,1
C167,Hedonic,0.57,3,P0421,탈모 케어 샴푸,닥터지,35000,4.7,3,1
C168,Utilitarian,0.43,4,P0073,리들샷 로션,VT코스메틱,25000,4.7,1,2
C168,Utilitarian,0.43,4,P0056,세라마이드 버블 로션,토리든,24000,4.7,2,2
C168,Utilitarian,0.43,4,P0061,수분 로션,코스알엑스,20000,4.7,3,2
C168,Utilitarian,0.43,4,P0078,비타민 로션,조선미녀,22000,4.5,4,2
C169,Utilitarian,0.2,6,P0029,알란토인 수딩 스킨,코스알엑스,17000,4.5,1,1
C169,Utilitarian,0.2,6,P0011,레티놀 유스 액티베이팅 스킨,미샤,15000,4.4,2,1
C169,Utilitarian,0.2,6,P0024,프로폴리스 스킨,미샤,16000,4.4,3,1
C169,Utilitarian,0.2,6,P0046,알로에 스킨,이니스프리,13000,4.3,4,1
C169,Utilitarian,0.2,6,P0015,퍼펙트 스킨,클리오,16500,4.3,5,1
C169,Utilitarian,0.2,6,P0026,수분 토닝 스킨,에뛰드,8500,4.2,6,1
C170,Utilitarian,0.42,4,P0271,킬 커버 더 뉴 쿠션 SPF50+,클리오,34000,4.8,1,2
C170,Utilitarian,0.42,4,P0292,롱웨어 쿠션,클리오,33000,4.8,2,2
C170,Utilitarian,0.42,4,P0251,킬 커버 더 뉴 파운웨어 쿠션,클리오,32000,4.8,3,2
C170,Utilitarian,0.42,4,P0279,글로우 쿠션,롬앤,26000,4.5,4,2
C171,Utilitarian,0.27,5,P0043,리들샷 200 스킨,VT코스메틱,26000,4.7,1,1
C171,Utilitarian,0.27,5,P0035,리들샷 100 스킨,VT코스메틱,23000,4.7,2,1
C171,Utilitarian,0.27,5,P0047,판테놀 스킨,코스알엑스,23000,4.6,3,1
C171,Utilitarian,0.27,5,P0031,마데카소사이드 스킨,아누아,21000,4.6,4,1
C171,Utilitarian,0.27,5,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,5,1
C172,Utilitarian,0.47,4,P0007,1025 독도 스킨,닥터지,17000,4.4,1,1
C172,Utilitarian,0.47,4,P0050,포어 스킨,미샤,16000,4.4,2,1
C172,Utilitarian,0.47,4,P0024,프로폴리스 스킨,미샤,16000,4.4,3,1
C172,Utilitarian,0.47,4,P0046,알로에 스킨,이니스프리,13000,4.3,4,1
C173,Utilitarian,0.29,5,P0002,시카페어 스킨,코스알엑스,19800,4.6,1,1
C173,Utilitarian,0.29,5,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,2,1
C173,Utilitarian,0.29,5,P0036,비타민 스킨,닥터지,19500,4.5,3,1
C173,Utilitarian,0.29,5,P0034,갈락토미세스 스킨,코스알엑스,19000,4.5,4,1
C173,Utilitarian,0.29,5,P0041,레몬 비타민 스킨,닥터지,19000,4.5,5,1
C174,Utilitarian,0.24,5,P0404,어성초 두피 샴푸,아누아,19000,4.6,1,1
C174,Utilitarian,0.24,5,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,2,1
C174,Utilitarian,0.24,5,P0445,어성초 샴푸,조선미녀,18500,4.5,3,1
C174,Utilitarian,0.24,5,P0402,그린티 헤어 샴푸,이니스프리,18000,4.5,4,1
C174,Utilitarian,0.24,5,P0438,생강 두피 샴푸,조선미녀,18000,4.5,5,1
C175,Utilitarian,0.42,4,P0411,라이스 워터 샴푸,조선미녀,18500,4.6,1,1
C175,Utilitarian,0.42,4,P0446,갈락토 샴푸,코스알엑스,22000,4.5,2,1
C175,Utilitarian,0.42,4,P0444,판테놀 샴푸,토리든,21500,4.5,3,1
C175,Utilitarian,0.42,4,P0428,로즈마리 두피 샴푸,이니스프리,20500,4.5,4,1
C176,Utilitarian,0.21,6,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,2
C176,Utilitarian,0.21,6,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2,2
C176,Utilitarian,0.21,6,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,3,2
C176,Utilitarian,0.21,6,P0148,리페어 마스크팩,바이오힐보,6000,4.7,4,2
C176,Utilitarian,0.21,6,P0109,펩타이드 탄력 마스크팩,바이오힐보,5500,4.7,5,2
C176,Utilitarian,0.21,6,P0113,비타민 C 마스크팩,조선미녀,3200,4.6,6,2
C177,Utilitarian,0.46,4,P0073,리들샷 로션,VT코스메틱,25000,4.7,1,1
C177,Utilitarian,0.46,4,P0097,갈락토 로션,코스알엑스,20000,4.5,2,1
C177,Utilitarian,0.46,4,P0078,비타민 로션,조선미녀,22000,4.5,3,1
C177,Utilitarian,0.46,4,P0069,비타민 로션,닥터지,23000,4.4,4,1
C178,Utilitarian,0.28,5,P0046,알로에 스킨,이니스프리,13000,4.3,1,1
C178,Utilitarian,0.28,5,P0026,수분 토닝 스킨,에뛰드,8500,4.2,2,1
C178,Utilitarian,0.28,5,P0040,순한 pH 스킨,에뛰드,7900,4.2,3,1
C178,Utilitarian,0.28,5,P0012,순수 스킨,에뛰드,8900,4.2,4,1
C179,Utilitarian,0.22,5,P0422,어성초 두피 샴푸,아누아,21000,4.6,1,2
C180,Utilitarian,0.45,4,P0028,나이아신아마이드 스킨,토리든,20000,4.6,1,1
C180,Utilitarian,0.45,4,P0002,시카페어 스킨,코스알엑스,19800,4.6,2,1
C180,Utilitarian,0.45,4,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,3,1
C180,Utilitarian,0.45,4,P0036,비타민 스킨,닥터지,19500,4.5,4,1
C181,Utilitarian,0.43,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,1
C181,Utilitarian,0.43,4,P0120,레드 슬리핑 마스크팩,라네즈,32000,4.8,2,1
C181,Utilitarian,0.43,4,P0102,워터슬리핑 마스크팩,라네즈,30000,4.8,3,1
C181,Utilitarian,0.43,4,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,4,1
C182,Utilitarian,0.36,4,P0080,레티놀 로션,닥터지,35000,4.7,1,2
C182,Utilitarian,0.36,4,P0073,리들샷 로션,VT코스메틱,25000,4.7,2,2
C182,Utilitarian,0.36,4,P0062,어성초 77 로션,아누아,19800,4.7,3,2
C182,Utilitarian,0.36,4,P0078,비타민 로션,조선미녀,22000,4.5,4,2
C183,Utilitarian,0.2,6,P0064,퍼펙트 화이트닝 로션,미샤,14000,4.3,1,1
C183,Utilitarian,0.2,6,P0086,리얼 베리어 로션,어노브,10500,4.3,2,1
C183,Utilitarian,0.2,6,P0070,데일리 로션,어노브,8800,4.3,3,1
C183,Utilitarian,0.2,6,P0084,선물같은 로션,에뛰드,11000,4.3,4,1
C183,Utilitarian,0.2,6,P0091,데일리 촉촉 로션,에뛰드,9500,4.2,5,1
C183,Utilitarian,0.2,6,P0089,클린 로션,에뛰드,9000,4.2,6,1
C184,Utilitarian,0.24,5,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,2
C184,Utilitarian,0.24,5,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2,2
C184,Utilitarian,0.24,5,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,3,2
C184,Utilitarian,0.24,5,P0148,리페어 마스크팩,바이오힐보,6000,4.7,4,2
C184,Utilitarian,0.24,5,P0113,비타민 C 마스크팩,조선미녀,3200,4.6,5,2
C185,Utilitarian,0.43,4,P0456,더마 바디워시,닥터지,19000,4.5,1,2
C185,Utilitarian,0.43,4,P0495,갈락토 바디워시,코스알엑스,19000,4.5,2,2
C185,Utilitarian,0.43,4,P0491,그린티 바디워시,이니스프리,17500,4.5,3,2
C185,Utilitarian,0.43,4,P0479,로즈 바디워시,이니스프리,18000,4.5,4,2
C186,Utilitarian,0.21,6,P0433,펩타이드 샴푸,바이오힐보,38000,4.8,1,2
C186,Utilitarian,0.21,6,P0430,비오틴 강화 샴푸,바이오힐보,37000,4.7,2,2
C186,Utilitarian,0.21,6,P0414,딥 리페어 샴푸,바이오힐보,36000,4.7,3,2
C186,Utilitarian,0.21,6,P0423,콜라겐 샴푸,바이오힐보,36000,4.7,4,2
C186,Utilitarian,0.21,6,P0448,볼류마이징 샴푸,바이오힐보,36000,4.7,5,2
C186,Utilitarian,0.21,6,P0401,퍼퓸드 샴푸,라네즈,32000,4.7,6,2
C187,Utilitarian,0.45,4,P0013,비피다 바이옴 컴플렉스 스킨,이니스프리,35000,4.8,1,1
C187,Utilitarian,0.45,4,P0003,워터뱅크 블루 히알루로닉 스킨,라네즈,38000,4.8,2,1
C187,Utilitarian,0.45,4,P0030,히알루론 스킨,라네즈,34000,4.8,3,1
C187,Utilitarian,0.45,4,P0027,콜라겐 부스팅 스킨,바이오힐보,38000,4.7,4,1
C188,Utilitarian,0.47,4,P0043,리들샷 200 스킨,VT코스메틱,26000,4.7,1,1
C188,Utilitarian,0.47,4,P0035,리들샷 100 스킨,VT코스메틱,23000,4.7,2,1
C188,Utilitarian,0.47,4,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,3,1
C188,Utilitarian,0.47,4,P0036,비타민 스킨,닥터지,19500,4.5,4,1
C189,Utilitarian,0.39,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,2
C189,Utilitarian,0.39,4,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2,2
C189,Utilitarian,0.39,4,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,3,2
C189,Utilitarian,0.39,4,P0113,비타민 C 마스크팩,조선미녀,3200,4.6,4,2
C190,Utilitarian,0.38,4,P0451,퍼퓸드 바디워시,라네즈,28000,4.8,1,1
C190,Utilitarian,0.38,4,P0475,콜라겐 바디워시,바이오힐보,33000,4.7,2,1
C190,Utilitarian,0.38,4,P0458,펩타이드 바디워시,바이오힐보,32000,4.7,3,1
C190,Utilitarian,0.38,4,P0476,펩타이드 바디워시,바이오힐보,32000,4.7,4,1
C191,Utilitarian,0.34,5,P0496,어성초 바디워시,조선미녀,16500,4.5,1,1
C191,Utilitarian,0.34,5,P0452,그린티 바디워시,이니스프리,16000,4.5,2,1
C191,Utilitarian,0.34,5,P0463,라이스 브라이트닝 바디워시,조선미녀,16500,4.5,3,1
C191,Utilitarian,0.34,5,P0466,글로우 바디워시,롬앤,16000,4.5,4,1
C191,Utilitarian,0.34,5,P0473,라이스 바디워시,조선미녀,16000,4.5,5,1
C192,Utilitarian,0.42,4,P0468,모이스처 바디워시,미샤,11500,4.3,1,1
C192,Utilitarian,0.42,4,P0489,모이스처 바디워시,미샤,11500,4.3,2,1
C192,Utilitarian,0.42,4,P0457,릴렉싱 바디워시,미샤,11000,4.3,3,1
C192,Utilitarian,0.42,4,P0481,라벤더 바디워시,에뛰드,11000,4.3,4,1
C193,Utilitarian,0.41,4,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,2
C193,Utilitarian,0.41,4,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2,2
C193,Utilitarian,0.41,4,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,3,2
C193,Utilitarian,0.41,4,P0113,비타민 C 마스크팩,조선미녀,3200,4.6,4,2
C194,Utilitarian,0.33,5,P0005,라이스 워터 브라이트 스킨,조선미녀,18000,4.6,1,1
C194,Utilitarian,0.33,5,P0048,라이스 스킨,조선미녀,18500,4.5,2,1
C194,Utilitarian,0.33,5,P0024,프로폴리스 스킨,미샤,16000,4.4,3,1
C194,Utilitarian,0.33,5,P0046,알로에 스킨,이니스프리,13000,4.3,4,1
C194,Utilitarian,0.33,5,P0010,보리지 스킨,어노브,9800,4.3,5,1
C195,Utilitarian,0.37,4,P0443,수분 헤어 샴푸,라네즈,34000,4.7,1,1
C195,Utilitarian,0.37,4,P0436,수분 샴푸,라네즈,33000,4.7,2,1
C195,Utilitarian,0.37,4,P0401,퍼퓸드 샴푸,라네즈,32000,4.7,3,1
C195,Utilitarian,0.37,4,P0419,비오틴 샴푸,바이오힐보,34000,4.6,4,1
C196,Utilitarian,0.4,4,P0335,리얼 스킨 파운데이션,바이오힐보,43000,4.8,1,2
C196,Utilitarian,0.4,4,P0321,킬 커버 글로우 파운데이션,클리오,34000,4.8,2,2
C196,Utilitarian,0.4,4,P0317,래스팅 픽스 파운데이션,클리오,33000,4.8,3,2
C196,Utilitarian,0.4,4,P0318,글로우 파운데이션 2호,롬앤,24000,4.5,4,2
C197,Utilitarian,0.23,5,P0123,콜라겐 마스크팩,바이오힐보,7000,4.8,1,2
C197,Utilitarian,0.23,5,P0138,콜라겐 앰플 마스크팩,바이오힐보,6500,4.7,2,2
C197,Utilitarian,0.23,5,P0115,황금 앰플 마스크팩,바이오힐보,6000,4.7,3,2
C197,Utilitarian,0.23,5,P0148,리페어 마스크팩,바이오힐보,6000,4.7,4,2
